lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
4,1,92.43,12,26,4,5,2,0,3,1
61,0,60.0,2,3,3,4,1,0,0,1
97,0,76.5,8,19,4,3,0,0,0,1
259,0,89.0,10,5,4,4,0,0,0,0
54,0,94.0,11,6,2,3,2,0,3,1
74,3,93.6,11,4,4,2,0,0,0,1
69,0,79.05,3,16,4,4,1,0,0,0
0,0,95.0,8,31,3,4,0,0,0,1
2,1,244.8,4,23,4,1,2,0,3,1
66,0,108.11,6,17,4,1,0,0,3,0
63,0,87.3,3,5,4,1,2,0,3,0
34,1,134.1,8,15,4,2,1,3,0,1
110,0,36.25,7,25,3,1,2,1,0,1
1,0,91.2,9,20,4,1,2,3,0,1
4,0,127.0,3,11,4,2,1,0,0,0
33,2,96.3,10,19,4,1,1,0,0,1
52,0,75.0,9,16,3,2,0,0,0,1
9,0,63.75,9,10,3,3,1,0,3,1
3,0,0.0,8,4,1,1,0,0,0,1
48,1,137.7,4,11,4,2,1,0,3,0
72,0,159.3,8,29,4,1,1,0,3,0
23,0,145.0,7,5,4,2,0,0,0,0
217,2,126.9,9,15,4,2,0,0,0,0
70,1,126.0,11,1,4,4,0,0,3,0
2,0,134.0,10,19,4,4,0,3,0,1
20,0,76.5,6,28,3,3,0,0,0,1
53,2,118.8,10,4,4,3,0,0,0,1
6,1,77.57,9,7,4,3,1,0,3,1
30,0,139.28,10,3,4,3,1,0,0,0
82,1,107.1,8,13,4,1,1,3,0,0
49,1,121.5,5,9,4,0,1,0,0,1
60,0,120.6,7,11,4,4,1,0,3,0
244,1,92.4,10,30,4,1,2,3,0,1
95,2,67.5,12,18,4,3,2,0,0,1
73,1,79.05,3,16,4,4,1,0,0,0
102,1,118.8,10,6,4,1,0,0,0,0
34,2,145.8,9,10,4,3,0,0,0,1
3,1,131.0,4,25,4,2,1,0,0,1
265,1,109.0,6,24,4,2,0,1,0,0
9,0,79.0,12,21,2,2,0,0,0,1
147,0,151.2,10,7,4,2,1,0,3,1
41,0,99.0,9,2,4,1,0,3,0,1
3,0,95.0,11,10,0,1,0,0,3,0
1,1,150.0,6,15,4,4,0,0,0,1
94,0,137.7,7,14,4,3,0,0,3,0
3,0,95.2,12,28,4,4,0,3,0,1
0,2,155.0,10,7,4,2,0,0,3,1
1,3,95.0,3,31,2,1,0,0,0,1
1,1,110.8,8,26,4,4,1,0,0,1
29,2,131.72,7,16,4,3,2,0,0,1
131,0,112.5,6,30,4,3,0,0,0,0
81,1,146.6,11,6,4,2,2,0,3,1
48,0,80.1,3,28,4,0,1,3,0,1
73,2,88.0,11,25,4,2,0,3,0,1
55,1,68.07,11,24,4,3,2,0,0,1
47,2,93.6,12,17,4,2,2,0,0,1
171,1,93.84,7,25,4,3,1,0,3,1
2,1,119.0,7,24,4,0,1,3,0,1
46,0,123.3,8,30,4,5,1,0,3,0
84,1,231.0,12,8,4,3,0,1,5,1
129,0,114.3,8,6,4,4,2,0,0,0
43,0,118.0,12,31,3,3,0,0,0,1
25,0,77.77,11,16,4,0,1,0,0,1
34,1,138.6,12,14,4,3,0,0,3,1
24,0,46.4,11,27,3,3,2,0,0,1
8,1,76.5,8,13,4,5,2,0,1,0
156,2,122.63,10,31,4,3,1,0,3,0
42,2,126.0,10,3,4,2,1,0,0,1
18,3,158.0,5,21,4,1,1,0,3,1
57,0,112.2,4,21,4,3,2,0,3,0
61,1,93.6,12,8,4,3,0,0,0,1
9,0,221.0,6,10,4,2,1,0,5,0
0,0,74.69,11,15,4,0,1,0,0,1
130,0,96.3,6,27,4,2,1,0,0,1
102,0,96.9,7,25,3,4,1,0,0,0
186,0,83.83,8,26,4,2,2,0,1,0
0,1,80.75,6,13,3,2,1,0,0,1
22,0,85.0,10,5,3,3,0,0,0,1
106,2,131.4,8,9,4,3,0,0,3,1
30,0,143.55,9,24,4,1,1,0,3,1
96,0,60.0,3,6,3,3,2,0,0,1
166,0,89.25,8,5,4,5,2,3,0,0
102,0,189.3,7,22,4,2,1,0,5,1
115,0,98.7,10,23,4,1,2,3,0,1
149,0,71.0,1,17,3,3,2,0,0,1
14,1,109.25,5,23,3,0,1,0,0,1
0,0,130.0,10,29,3,1,0,0,0,1
88,1,85.0,9,3,3,5,2,0,0,1
99,2,198.9,6,11,4,1,0,0,5,1
256,0,90.95,8,31,4,4,0,0,0,0
72,3,79.2,11,13,4,0,2,3,0,1
112,1,115.52,5,5,4,3,1,0,3,1
0,0,0.0,4,21,1,1,0,0,6,1
3,5,266.67,9,26,4,2,1,0,5,1
158,1,90.95,6,30,4,3,1,0,0,0
51,1,92.82,3,16,4,4,0,0,0,1
110,4,119.85,6,13,4,5,2,0,0,1
0,0,89.0,7,29,4,1,0,3,0,1
75,1,87.55,4,4,4,4,1,0,0,1
12,1,55.0,12,5,3,1,1,0,0,1
56,0,71.52,2,8,4,2,1,0,1,1
359,1,78.0,10,14,3,3,2,0,0,0
28,2,130.9,12,15,4,3,1,0,3,1
274,2,0.0,11,4,4,0,0,0,0,1
55,1,102.6,11,15,4,1,0,0,0,1
142,0,243.6,8,5,4,2,1,1,5,0
7,1,154.0,7,11,4,0,1,0,0,1
246,1,81.77,9,8,4,3,0,0,1,0
115,0,98.25,5,5,4,3,1,3,0,1
102,0,82.45,7,10,3,2,2,0,3,1
41,0,107.1,6,28,4,2,0,3,0,0
45,0,80.75,5,30,3,3,1,0,0,1
29,1,119.0,10,16,4,0,1,3,0,1
5,1,136.0,4,22,4,2,1,0,3,1
16,2,98.0,10,19,2,1,0,0,0,1
7,0,66.0,2,18,2,1,0,0,0,1
1,1,145.5,10,4,4,2,2,0,0,1
31,2,102.99,10,3,4,5,2,0,0,0
18,0,89.0,4,8,4,1,0,3,0,0
1,0,65.0,4,13,2,1,0,0,0,1
84,2,80.1,10,30,4,0,2,3,0,1
33,1,0.0,4,18,4,2,1,0,0,1
16,1,111.0,5,29,4,0,1,0,0,1
70,0,80.0,7,11,3,5,1,0,0,0
52,2,93.6,11,19,4,1,2,0,0,1
6,2,118.0,8,17,4,1,0,3,0,1
32,0,159.3,3,24,4,3,0,0,3,0
7,1,97.0,8,19,4,2,0,0,5,1
97,2,81.25,7,8,3,2,0,0,0,1
0,1,124.33,6,21,4,3,0,0,0,1
90,1,70.78,7,11,4,3,1,3,0,1
29,0,81.2,1,24,4,1,2,0,0,0
47,1,96.3,6,21,4,1,0,0,0,1
22,3,159.0,9,15,4,1,0,0,0,1
119,0,90.9,4,15,4,2,0,0,0,0
63,1,89.53,11,10,4,3,0,0,0,0
217,2,46.63,12,5,4,7,3,3,0,1
17,0,84.0,9,14,3,2,1,0,0,1
126,0,89.25,5,22,4,2,2,3,0,0
2,0,67.0,12,21,2,2,0,0,0,1
44,0,94.5,10,12,4,2,1,0,0,1
81,0,135.15,5,15,4,3,2,0,0,0
14,2,215.5,3,24,4,1,0,1,0,1
159,1,123.3,10,26,4,4,1,0,3,0
213,0,67.5,12,17,4,1,0,3,0,1
242,0,100.3,9,10,4,2,2,0,0,0
10,2,102.33,9,7,4,2,1,3,0,1
88,1,90.95,4,16,4,3,2,0,0,1
72,2,109.8,12,3,4,1,2,0,0,1
34,0,84.69,2,19,4,9,4,0,0,0
23,1,99.0,10,30,4,3,2,3,0,0
54,0,88.2,3,18,4,2,1,3,0,0
45,1,124.1,3,19,4,2,2,0,3,0
89,0,75.0,5,9,3,2,1,0,0,1
208,1,81.0,12,27,3,1,0,0,0,1
130,0,96.9,7,26,3,3,0,0,0,1
62,0,106.88,9,3,4,2,2,0,0,0
263,0,100.3,9,29,4,4,2,0,0,0
36,1,135.9,8,11,4,1,0,0,0,0
57,0,80.3,3,4,4,2,0,0,0,1
79,0,96.3,3,21,4,2,1,0,0,0
19,2,99.0,9,12,4,0,1,0,0,1
7,0,130.0,5,16,2,3,1,0,0,1
4,1,40.0,3,29,2,1,0,0,0,1
56,0,159.3,5,3,4,2,0,0,0,0
98,0,89.75,5,30,3,1,1,0,0,1
137,0,107.95,7,6,4,4,0,0,0,1
1,0,152.67,6,26,4,1,2,0,3,1
9,1,153.0,8,17,4,2,1,0,5,0
25,0,104.0,6,1,4,2,0,3,0,1
3,0,65.0,10,8,2,1,0,0,0,0
58,0,96.08,4,21,4,3,2,0,4,1
28,1,88.0,12,2,4,2,1,3,0,1
94,1,72.25,12,3,4,2,0,0,0,1
32,0,67.0,7,4,2,1,1,0,0,1
125,0,68.0,6,30,3,3,1,0,0,1
128,1,118.8,9,2,4,2,1,3,0,1
110,1,104.4,10,28,4,2,1,0,3,1
192,0,110.0,6,24,3,2,0,0,0,0
124,1,48.33,3,15,3,5,1,0,0,1
9,2,87.0,1,4,4,2,1,0,0,1
28,0,113.1,4,12,4,3,0,0,0,1
6,2,80.0,8,23,4,3,2,0,0,1
48,0,85.5,5,30,3,3,1,0,0,1
11,0,139.0,8,13,4,2,2,3,0,1
199,1,120.7,12,28,4,4,0,0,3,0
8,0,65.0,10,23,2,2,0,0,0,1
176,0,114.75,8,1,4,5,1,0,0,0
121,1,119.85,5,31,4,5,2,0,0,1
89,0,85.0,9,4,3,4,2,0,0,1
65,1,75.54,10,27,4,1,0,0,0,1
42,1,86.4,10,6,4,1,0,0,0,0
31,0,198.9,5,6,4,2,0,0,5,0
40,1,88.2,3,20,4,1,2,3,0,1
98,0,111.69,12,26,4,3,1,0,3,1
113,0,80.14,5,10,4,5,2,0,0,0
84,0,122.0,12,22,4,1,0,0,0,0
68,0,105.3,3,18,4,2,1,0,0,1
89,1,105.3,3,25,4,2,1,0,3,0
213,1,80.24,5,29,3,5,3,0,0,1
196,0,128.7,8,28,4,1,2,0,3,0
10,0,99.0,11,6,3,3,2,0,0,1
39,1,71.1,3,4,4,2,1,3,0,0
111,1,140.4,5,21,4,1,1,0,3,0
1,1,133.0,8,2,4,2,0,3,0,1
11,1,75.0,8,7,4,1,0,0,0,1
41,0,169.2,11,7,4,2,1,0,0,1
47,1,168.3,9,11,4,1,2,0,3,1
6,1,121.67,5,16,4,2,1,0,0,1
43,0,140.4,6,10,4,2,1,0,3,0
9,0,66.0,1,24,3,3,2,0,0,1
348,0,62.64,12,6,3,1,0,0,0,1
42,0,60.0,11,4,3,3,0,0,3,1
37,0,60.0,11,1,3,1,2,0,3,1
2,1,85.0,7,25,2,1,1,0,0,1
148,0,90.9,8,26,4,2,1,0,0,0
8,0,79.0,12,9,2,2,0,0,0,1
1,1,104.72,7,5,4,1,0,0,0,1
118,0,95.81,6,26,4,5,2,0,0,0
145,2,148.1,8,8,4,4,1,0,3,1
40,0,107.1,4,1,4,2,1,3,0,0
28,1,74.8,12,4,4,3,2,3,0,1
32,1,88.0,12,10,4,1,2,3,0,1
79,1,90.95,4,25,3,1,1,0,3,1
24,0,85.0,10,16,3,3,2,0,0,1
7,0,107.0,5,21,3,1,0,0,3,1
81,0,73.95,2,27,4,6,2,0,0,0
113,0,114.9,12,27,4,3,0,0,3,0
0,0,149.0,9,2,4,1,0,3,0,1
9,2,120.0,9,30,4,2,0,0,0,1
96,0,180.3,4,28,4,3,0,0,5,0
81,0,93.6,11,13,4,0,2,0,0,0
19,1,94.35,6,12,4,0,1,0,0,1
12,0,220.0,8,19,4,1,0,0,5,0
119,0,103.7,4,28,4,4,2,0,3,0
52,2,116.1,5,13,4,2,1,3,0,1
21,0,79.0,3,17,4,2,0,3,0,0
22,1,174.0,12,17,4,1,0,0,5,1
5,2,221.0,5,19,4,1,0,0,5,1
0,0,67.5,8,24,3,2,1,0,1,1
94,0,174.6,5,20,4,2,1,1,3,0
247,1,93.0,6,6,3,1,1,1,0,1
43,0,83.2,12,6,4,5,1,0,0,0
0,0,188.0,8,8,2,0,1,0,4,1
87,1,97.71,6,9,4,3,0,0,0,1
6,1,135.5,12,24,4,1,0,1,0,1
17,1,90.95,11,3,4,5,0,0,0,1
57,1,63.55,3,30,4,4,1,0,0,1
82,0,65.0,3,26,3,1,2,0,0,1
96,1,75.0,12,27,3,3,2,0,3,1
191,0,114.3,11,25,4,1,0,0,3,0
149,0,137.7,8,20,4,1,2,0,3,0
75,2,79.2,11,2,4,4,1,3,0,1
14,1,89.32,3,29,4,2,0,0,3,1
1,0,65.0,8,28,2,1,0,0,0,1
20,0,107.67,3,19,4,1,2,3,0,1
119,1,88.73,8,13,4,2,2,0,0,1
14,2,104.0,12,18,4,0,1,0,0,1
12,1,65.0,7,30,2,1,0,0,0,1
30,3,108.0,12,12,4,0,1,3,0,1
111,1,97.75,11,21,4,5,1,0,3,0
149,1,65.45,11,16,4,4,0,0,0,1
0,1,0.0,9,21,1,4,1,0,3,1
41,1,140.4,8,20,4,2,2,0,0,1
11,2,182.0,3,24,4,2,0,0,3,1
66,1,132.9,9,1,4,3,0,0,0,1
8,1,91.0,2,5,4,2,0,0,0,0
35,1,99.0,9,1,4,1,0,3,0,1
63,0,80.3,3,5,4,1,2,0,0,1
54,3,118.33,11,5,4,1,2,3,0,1
145,0,69.56,4,29,4,4,2,0,0,1
63,1,76.58,4,22,4,3,2,0,0,1
133,0,121.5,7,28,4,2,0,0,0,1
187,0,80.75,9,12,3,4,1,0,1,1
19,1,138.0,2,12,4,2,1,1,0,0
7,0,85.0,7,26,3,4,0,0,0,1
9,2,190.5,9,24,4,3,1,0,0,1
9,2,128.4,8,29,4,4,1,0,0,1
10,2,81.0,8,18,4,3,0,3,0,1
197,2,137.7,8,27,4,3,2,1,3,0
41,0,75.0,11,2,3,3,0,0,0,1
16,0,106.0,2,28,4,0,2,0,3,0
34,0,138.7,11,7,4,2,1,0,0,1
42,1,127.5,10,31,4,1,1,0,0,1
7,0,101.0,3,23,4,1,0,0,0,0
4,1,84.7,10,25,4,3,0,3,0,1
262,0,63.75,12,26,4,3,1,3,0,0
0,0,90.0,8,6,4,1,0,0,0,1
0,0,65.0,10,3,2,0,1,0,0,1
0,1,0.0,10,28,1,2,0,0,0,1
193,1,100.8,6,22,4,2,0,0,0,0
13,0,137.0,7,8,4,1,0,3,0,0
8,0,87.0,8,14,3,2,0,1,0,1
28,0,0.0,12,16,1,2,0,0,0,1
16,1,119.0,4,22,4,1,0,3,0,1
14,1,166.0,8,14,4,3,2,0,3,1
5,1,113.23,11,6,4,3,2,0,0,1
8,1,96.0,12,19,4,2,1,0,0,1
40,0,60.0,11,2,3,3,1,0,3,1
37,1,108.9,6,20,4,2,1,0,0,1
28,0,88.0,12,22,4,3,0,3,0,0
62,2,132.3,10,13,4,3,0,0,3,1
0,0,101.0,1,19,4,3,0,0,3,1
133,0,116.95,5,4,4,4,0,0,3,0
59,0,85.5,5,14,3,3,2,0,0,1
28,0,89.0,4,17,4,0,2,3,0,1
4,0,185.0,12,28,4,1,0,0,5,1
58,0,140.4,6,1,4,3,0,0,3,0
77,0,85.5,4,1,4,2,1,3,0,0
40,0,114.3,4,17,4,0,2,0,3,0
18,0,95.0,4,18,4,1,1,0,0,0
19,2,52.5,11,4,3,4,0,0,3,1
83,0,127.8,7,5,4,5,0,0,3,0
18,0,74.8,12,17,4,2,2,3,0,1
20,1,109.0,6,8,4,1,0,3,0,1
4,0,115.0,9,15,3,2,0,0,0,1
24,0,111.6,10,2,3,1,0,0,0,1
36,0,91.3,2,27,4,1,1,0,0,1
116,2,125.1,9,25,4,3,2,3,0,1
14,1,86.0,3,9,4,1,0,0,0,1
7,2,136.0,10,21,4,2,0,0,3,1
61,0,105.0,11,26,3,1,2,0,0,1
15,1,120.18,6,1,4,4,0,0,0,1
80,1,93.25,7,25,3,1,1,0,0,1
191,1,80.75,5,12,3,2,0,0,0,1
59,2,117.0,10,17,4,3,1,0,0,1
69,0,76.08,7,7,3,2,0,0,0,1
157,1,78.45,7,27,4,5,2,0,0,1
60,1,60.0,1,31,3,0,2,0,0,1
94,0,96.3,3,9,4,3,0,0,3,1
183,1,137.7,7,26,4,2,0,0,3,0
8,2,65.0,12,28,2,2,0,0,0,1
1,1,68.5,1,8,4,2,0,3,0,1
122,0,114.3,5,12,4,2,0,0,0,0
92,1,90.0,5,4,3,4,0,0,0,0
184,1,162.9,10,25,4,4,0,0,5,0
5,0,100.0,5,24,2,2,0,0,0,1
21,0,87.0,2,23,3,5,0,0,0,1
177,1,80.75,7,26,4,4,0,3,0,0
51,0,75.0,11,11,3,2,2,0,0,1
85,0,75.0,10,6,3,3,1,0,0,0
75,0,75.0,4,26,3,4,0,0,0,1
16,0,89.0,11,25,3,2,0,0,0,1
113,0,121.5,8,1,4,1,1,0,0,0
41,2,93.93,11,12,4,2,2,0,0,1
33,0,104.49,5,9,4,1,1,3,0,0
2,1,42.0,1,13,2,1,0,0,0,1
10,1,66.0,3,5,2,2,2,0,0,1
190,1,81.9,11,14,4,2,1,0,0,1
44,0,67.5,2,12,4,2,0,3,0,0
36,0,137.7,4,10,4,1,2,0,0,0
4,0,68.0,11,6,3,2,2,0,0,1
4,0,75.0,8,10,3,1,1,0,0,0
39,2,114.41,11,10,4,3,2,0,0,1
3,1,124.0,6,23,4,1,0,0,3,1
2,0,85.0,10,13,3,1,0,0,0,1
144,1,76.48,8,4,4,3,2,0,0,1
115,0,141.3,7,18,4,4,1,0,3,1
166,0,121.55,7,7,4,3,2,0,0,0
26,1,139.0,10,21,4,2,0,0,0,1
46,0,75.0,11,11,3,2,1,0,0,1
2,0,93.0,1,24,4,2,2,0,0,1
94,1,96.13,4,8,4,2,2,3,0,1
120,1,129.81,9,11,4,5,2,0,0,1
31,1,88.0,12,2,4,2,1,3,0,1
131,1,144.67,10,4,4,3,0,0,0,1
0,0,71.0,4,23,3,1,2,0,0,1
128,0,85.5,8,28,4,0,2,3,0,1
35,1,66.53,10,7,4,2,0,3,0,1
48,1,73.1,3,2,4,3,0,3,0,0
20,0,121.0,6,2,4,1,0,0,0,0
93,1,90.3,4,6,4,3,0,0,0,1
44,1,104.48,10,3,4,3,1,0,3,1
68,0,80.75,6,18,3,1,2,0,0,1
79,1,102.6,11,17,4,3,0,0,3,0
253,2,115.2,9,19,4,0,1,0,3,0
42,0,91.8,11,1,4,5,0,0,0,0
4,1,89.0,4,18,4,0,1,3,0,1
11,1,89.0,1,21,4,3,1,0,0,1
51,0,62.21,10,28,4,4,0,3,0,1
0,0,177.0,6,17,4,1,0,0,3,1
8,2,82.0,12,4,4,3,2,3,0,1
107,0,52.36,7,17,4,2,0,0,0,0
81,1,67.5,3,9,4,3,0,3,0,1
35,2,109.0,10,28,4,2,0,3,0,1
107,0,152.1,9,15,4,3,1,0,0,0
19,1,53.5,3,27,3,1,2,1,0,1
122,0,140.27,7,28,4,5,2,0,3,1
6,0,75.0,12,13,2,1,0,0,0,1
134,2,129.6,9,22,4,3,0,0,0,1
12,1,75.0,11,26,3,1,0,0,0,1
59,1,93.08,4,11,3,3,1,0,0,1
6,1,109.75,9,7,4,3,1,0,0,1
19,1,93.0,2,19,4,2,1,0,0,1
11,0,112.88,9,5,2,0,1,0,0,1
0,0,71.25,12,9,4,7,4,3,0,1
229,0,70.44,10,27,4,3,0,0,0,0
82,0,80.75,5,17,3,2,0,0,0,1
27,1,104.0,9,25,4,0,1,3,0,1
47,2,106.53,3,31,4,4,2,0,0,1
61,1,159.3,5,4,4,1,0,0,0,1
73,1,93.6,11,12,4,1,2,0,0,1
24,1,137.33,12,31,4,1,2,0,3,1
101,1,126.9,5,5,4,3,0,0,0,1
57,1,111.6,5,18,4,2,0,3,0,1
134,1,116.36,10,22,4,5,2,0,3,1
167,0,119.85,9,3,4,5,2,0,0,0
80,2,86.4,12,7,4,3,0,0,0,1
180,0,130.0,10,10,4,2,1,0,2,0
218,0,69.33,8,13,4,1,1,0,0,0
11,1,140.0,11,5,4,1,0,0,3,0
5,0,96.0,9,1,4,3,0,3,0,1
59,2,171.0,9,6,4,5,1,1,3,1
17,0,95.0,12,10,4,1,0,3,0,1
213,1,167.95,7,21,4,3,2,0,5,0
3,0,106.0,5,13,2,1,0,0,4,1
42,1,182.34,9,4,4,3,2,0,5,0
17,2,224.1,9,21,4,1,0,0,5,1
58,0,167.45,4,21,4,3,1,0,5,0
287,1,105.3,10,29,4,1,2,0,3,0
17,0,144.0,2,12,4,2,1,1,3,1
23,1,0.0,12,8,4,0,0,0,3,1
115,1,119.85,6,11,4,4,2,0,0,1
59,0,67.5,3,13,4,1,2,3,0,1
184,2,96.3,10,17,4,3,1,0,0,1
1,0,65.6,12,27,4,1,0,3,0,1
9,3,0.0,11,11,1,2,0,0,0,1
5,0,94.0,11,2,2,2,0,0,3,0
59,2,80.3,3,2,4,3,0,0,0,1
118,0,187.85,5,24,4,4,0,0,5,0
9,0,89.89,12,3,4,2,2,0,0,1
12,2,124.0,9,21,4,2,1,0,0,1
1,0,136.18,5,26,4,3,1,0,0,1
113,2,115.74,12,26,4,5,1,0,3,1
6,1,66.0,3,1,2,2,0,0,0,1
3,0,134.0,10,10,4,0,1,3,0,1
2,0,65.0,9,27,2,0,2,0,0,0
122,1,77.44,12,24,4,5,2,0,3,0
3,2,173.5,7,12,4,2,0,0,0,1
35,0,108.0,8,31,4,3,0,3,0,1
177,2,76.5,8,19,4,4,0,0,0,1
155,2,90.95,6,28,4,5,2,0,0,1
24,2,139.0,8,20,4,1,1,3,0,1
97,1,62.0,12,29,3,3,0,0,0,1
3,1,143.0,9,5,4,1,0,0,0,1
217,1,121.55,10,16,4,2,2,0,3,0
8,2,114.0,12,12,4,0,1,0,3,1
16,0,142.0,4,14,4,1,0,0,3,0
0,2,106.0,8,25,4,2,0,0,0,1
3,0,70.0,4,18,3,1,1,0,0,1
13,0,131.97,10,22,3,5,2,1,0,1
0,0,93.81,8,8,4,0,1,3,0,1
0,1,140.25,10,24,4,2,2,0,0,1
0,1,126.0,10,5,4,0,1,0,0,1
58,1,76.92,6,5,4,0,1,0,0,1
121,0,97.54,7,25,4,2,1,0,1,0
40,0,40.67,2,6,3,1,2,0,0,1
17,0,125.67,9,15,4,3,0,3,0,0
45,2,82.44,11,19,4,1,0,0,1,1
26,0,66.29,12,1,4,10,4,3,0,0
210,0,167.95,8,2,4,4,0,0,5,0
54,0,83.73,3,16,4,4,0,0,0,0
175,1,96.3,7,13,4,2,0,0,0,1
27,2,104.0,12,7,4,3,0,0,0,1
57,0,177.3,4,16,4,1,2,0,5,0
91,0,105.0,5,4,3,4,0,1,0,1
40,1,88.4,11,15,4,5,0,0,0,1
83,1,105.3,3,19,4,1,1,0,0,1
51,2,187.85,5,11,4,4,0,0,5,1
34,1,68.7,2,25,4,3,0,3,0,0
112,1,127.8,8,11,4,3,1,0,3,1
18,0,75.54,12,1,4,6,2,3,0,1
86,0,65.0,6,26,2,0,1,0,0,1
151,1,128.56,12,29,4,3,1,0,0,0
267,0,80.75,10,25,3,2,0,0,0,1
71,0,88.0,11,18,4,2,0,3,0,0
1,0,96.3,8,26,4,2,2,0,0,1
5,0,65.0,5,9,2,1,1,0,0,1
1,0,71.0,2,25,4,3,0,0,1,1
39,0,72.0,11,21,3,2,1,0,0,1
27,0,66.0,3,6,3,1,2,0,0,1
108,1,79.2,12,10,4,1,2,3,0,0
45,2,177.3,4,11,4,2,1,0,5,1
39,2,98.94,2,8,3,1,1,0,0,1
80,0,107.1,6,26,4,3,2,0,0,1
213,1,127.5,8,26,3,2,1,0,5,0
40,0,185.28,12,30,4,2,2,0,3,0
101,0,140.7,7,31,4,1,2,0,3,1
0,0,87.0,6,15,3,2,0,1,0,1
8,0,91.0,2,19,2,1,0,0,0,1
12,3,158.5,2,24,4,4,0,1,0,1
4,2,127.0,12,31,4,2,0,0,0,1
93,0,159.3,6,3,4,2,0,0,3,1
62,1,207.9,9,24,4,4,2,0,5,1
50,0,107.1,6,29,4,3,0,3,0,0
7,2,67.0,12,14,2,2,0,0,0,1
29,0,77.6,1,30,4,1,2,0,3,0
42,0,94.5,4,20,3,2,0,0,0,1
40,0,72.76,9,19,4,1,2,0,0,1
0,0,98.0,8,7,4,1,0,0,0,0
178,2,221.0,7,20,4,2,0,0,6,0
62,1,58.94,3,4,4,2,2,0,0,1
4,0,95.0,5,2,2,1,1,0,0,1
134,0,94.5,5,30,4,1,1,3,0,1
54,1,64.37,11,11,4,2,1,3,0,1
155,2,173.25,7,7,4,3,1,1,0,0
128,1,80.75,6,26,4,2,2,3,0,1
197,2,106.2,4,12,4,3,0,0,0,0
29,0,71.3,3,23,3,5,2,1,0,1
1,0,86.0,9,25,3,3,2,0,0,1
35,2,118.0,10,27,4,3,0,3,0,1
16,2,155.6,11,6,4,3,2,3,0,1
1,1,73.92,4,15,4,1,0,0,0,1
51,3,123.69,9,2,4,5,2,0,3,1
31,1,156.42,9,18,4,2,2,0,5,0
0,0,95.0,9,16,3,2,0,0,0,1
7,1,116.0,4,7,4,2,0,0,3,1
3,2,120.0,12,5,4,1,2,0,0,1
203,0,87.99,8,17,4,3,0,0,0,0
2,2,0.0,5,19,4,1,0,3,0,1
183,1,112.0,8,9,3,3,0,0,0,0
125,0,85.5,7,26,4,0,1,0,0,0
15,1,85.29,8,27,4,5,2,0,1,0
20,0,110.0,5,26,0,1,0,0,3,1
211,0,72.76,10,21,4,2,2,0,0,0
100,0,100.0,9,28,3,4,0,0,0,0
123,0,70.73,4,30,4,5,2,0,0,1
17,0,91.38,12,8,4,3,1,0,0,1
7,0,125.8,12,29,4,2,0,0,3,1
0,1,156.0,8,25,4,2,0,0,5,1
111,0,80.24,6,7,3,4,0,0,0,1
64,1,149.4,9,24,4,2,2,0,3,0
46,1,74.8,11,22,4,4,0,3,0,0
50,1,118.8,10,4,4,3,0,0,0,1
31,0,77.0,2,4,2,1,0,0,0,1
43,1,140.4,5,21,4,2,2,0,3,1
28,0,76.69,1,18,4,1,1,0,3,1
3,2,145.0,9,12,4,0,1,0,0,1
52,0,150.9,8,26,4,4,2,0,3,1
122,0,105.3,5,12,4,2,0,0,0,0
52,0,127.8,4,15,4,1,0,0,3,1
17,0,97.0,3,17,4,3,1,3,0,0
32,1,85.5,11,2,4,0,1,3,0,1
27,1,139.0,7,11,4,1,1,3,0,1
160,0,130.67,12,30,3,3,0,0,0,1
323,1,112.0,5,17,4,4,0,1,0,0
10,0,160.0,3,22,4,5,0,0,3,1
21,0,85.0,10,4,3,3,0,0,0,1
192,0,94.5,8,3,4,2,0,3,0,0
65,1,68.0,7,1,4,4,0,0,0,0
31,2,96.75,4,17,4,2,2,0,0,1
75,0,78.15,3,21,4,1,1,0,1,1
166,1,94.5,8,6,4,1,2,3,0,1
20,0,85.0,9,11,3,1,2,3,0,1
18,0,47.67,2,22,3,5,1,0,0,0
178,2,127.5,8,10,4,3,0,0,0,0
15,2,180.0,10,21,4,2,0,0,0,1
197,1,86.9,8,11,4,1,0,0,3,0
188,1,116.1,9,1,4,3,0,3,0,0
9,0,182.0,2,25,4,3,1,0,5,1
32,1,68.0,10,26,3,4,1,0,3,1
57,1,60.98,11,22,4,1,0,3,0,1
0,0,65.0,4,4,2,0,1,0,0,1
3,2,156.0,3,28,4,3,1,0,3,1
99,2,166.4,8,8,4,2,1,0,3,0
123,0,89.92,3,30,4,3,0,0,1,0
41,1,99.0,3,20,4,0,2,0,0,1
0,0,65.0,2,22,2,2,1,0,0,1
143,0,129.6,9,22,4,3,1,0,0,0
97,0,135.9,9,9,4,5,2,0,0,0
24,0,135.0,5,11,4,4,0,0,0,1
14,0,94.35,5,30,4,0,1,0,0,0
34,1,78.3,2,13,4,1,0,0,0,1
216,2,96.3,8,27,4,1,2,0,0,1
83,1,90.18,10,31,4,4,1,0,0,1
28,0,152.53,2,1,4,10,5,0,5,0
68,0,183.6,8,19,4,2,1,1,3,0
107,1,76.69,12,21,4,5,2,3,0,1
9,1,71.6,1,10,4,2,2,0,0,1
